item,type,driver,column,row,x_min,x_max,y_min,y_max,source_level,note,module,part_group,x_center,y_center,z_center,diameter,radius,cut_axis,feature_class,assembly_label,component_name,component_path,parent_component,parent_transform_found,fixed,matrix_status,local_x_mm,local_y_mm,local_z_mm,raw_transform_x_center,raw_transform_y_center,raw_transform_z_center,bbox_center_x,bbox_center_y,bbox_center_z,z_min,z_max,x_len,y_len,z_len,geometry_source,step_source,width_variant_adjustment,door_height,template_name,template_source,template_source_length,template_scale_y,hardware_type,y_relation,y_offset,template_unit,template_height,door_width,flat_width,flat_height,sheet_thickness,return_depth,lock_hole_center_x,lock_hole_center_y,lock_mount_hole_policy,hinge_axis_x,bend_id,bend_radius,flat_extra_mm,formed_length_mm,bend_angle_deg,line_axis
SW_door_hardware_latch_mount_plate_02_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1144.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,bottom_from_half,14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_u_lock_hook_pad_03_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-55.0,1309.5,-6.05,,,,,,,,,,,,,,,,,,,,,,,24.8,70.0,10.5,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,u_lock_hook_pad,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_04_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1487.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,top_from_half,-2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_05_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1132.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1120.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1459.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1159.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_L04,door_hardware_step_repositioned,door_local_coordinate,L,4,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-55.0,1309.5,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
derived_one_piece_folded_sheetmetal_door_panel_L04,door_module,door_local_coordinate,L,4,,,1130.0,1489.0,derived_one_piece_folded_sheetmetal_with_bend_radius,"door drives panel, weldment, rib, lock, hinge and local hardware references",,,-258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,door_2_12_panel_template,C:\sw16029_standard_ascii\door_2_12_assembly.step,,1.204698,,,,,298.0,437.0,475.4,395.4,0.8,15.0,-55.0,1309.5,suppressed_for_non_2_12_panel_dxf_and_step_signature,-467.0,,,,,,
META_left_vertical_bend_L04,door_bend_semantic_feature,door_local_coordinate,L,4,-477.6,-476.4,1130.0,1489.0,ordinary_door_bend_semantic_gold_verified,left side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-477.0,1309.5,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,359.0,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,left_vertical_bend,1.0,19.2,359.0,90,Y
META_right_vertical_bend_L04,door_bend_semantic_feature,door_local_coordinate,L,4,-40.6,-39.4,1130.0,1489.0,ordinary_door_bend_semantic_gold_verified,right side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-40.0,1309.5,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,359.0,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,right_vertical_bend,1.0,19.2,359.0,90,Y
META_bottom_horizontal_bend_L04,door_bend_semantic_feature,door_local_coordinate,L,4,-477.0,-40.0,1129.4,1130.6,ordinary_door_bend_semantic_gold_verified,bottom return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1130.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,bottom_horizontal_bend,1.0,18.2,437.0,90,X
META_top_horizontal_bend_L04,door_bend_semantic_feature,door_local_coordinate,L,4,-477.0,-40.0,1488.4,1489.6,ordinary_door_bend_semantic_gold_verified,top return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1489.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,top_horizontal_bend,1.0,18.2,437.0,90,X
REF_lock_hole_center_L04,lock_hole_reference,door_local_coordinate,L,4,-57.0,-53.0,1307.5,1311.5,gold_standard_sw_transform_step_verified,ordinary 1/12..6/12 lock center basis; SW v002 and exact STEP verify lock-side hardware local_y=0 = door center,,,-55.0,1309.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_side_arc_relief_L04,side_arc_relief_cut,door_local_coordinate,L,4,-42.0,-38.0,1307.5,1311.5,gold_dxf_flat_pattern_semantic,R2 side relief arc from ordinary door panel DXF; visible geometry cut in folded panel,,,-40.0,1309.5,0.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_electric_lock_hook_L04,lock_hook_reference,door_local_coordinate,L,4,-59.0,-51.0,1303.5,1315.5,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-11.3; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1309.5,-11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_u_lock_hook_pad_L04,lock_pad_reference,door_local_coordinate,L,4,-61.0,-49.0,1299.5,1319.5,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-10.5; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1309.5,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_top_L04,plastic_bushing_reference,door_local_coordinate,L,4,-471.0,-463.0,1486.5,1494.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side top bushing reference; series audit verifies y = door_center_y + door_height/2 + 1.5,,,-467.0,1490.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_top_L04,hinge_panel_hole_reference,door_local_coordinate,L,4,-472.1,-461.9,1489.5,1499.7,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y + door_height/2 + 5.6,,,-467.0,1494.6,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_bottom_L04,plastic_bushing_reference,door_local_coordinate,L,4,-471.0,-463.0,1124.5,1132.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side bottom bushing reference; series audit verifies y = door_center_y - door_height/2 - 1.5,,,-467.0,1128.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_bottom_L04,hinge_panel_hole_reference,door_local_coordinate,L,4,-472.1,-461.9,1119.3,1129.5,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y - door_height/2 - 5.6,,,-467.0,1124.4,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_pin_bottom_L04,hinge_pin_reference,door_local_coordinate,L,4,-470.0,-464.0,1113.3,1127.3,ordinary_door_series_hardware_relation_gold_verified,door-local lower hinge pin reference; series audit verifies y = door_center_y - door_height/2 - 9.7,,,-467.0,1120.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_top_L04,circlip_reference,door_local_coordinate,L,4,-472.0,-462.0,1459.3,1460.1,ordinary_door_series_hardware_relation_gold_verified,door-local top circlip reference; series audit verifies y = door_center_y + door_height/2 - 29.3,,,-467.0,1459.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_bottom_L04,circlip_reference,door_local_coordinate,L,4,-472.0,-462.0,1159.2,1160.0,ordinary_door_series_hardware_relation_gold_verified,door-local bottom circlip reference; series audit verifies y = door_center_y - door_height/2 + 29.6,,,-467.0,1159.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
SW_rebuilt_sheetmetal_rib_rib_2_12_gold_step_scaled_L05,door_rib,door_local_coordinate,L,5,,,,,scaled_solidworks_rib_template_reference,"rib length = door_height - 10.5; exact STEP when available, otherwise scaled from nearest rib template",,,-258.5,1675.5,,,,,,,,,,,,,,,,,,,,,,-14.8,-0.8,88.4,348.5,14.0,,,,359.0,rib_2_12_gold_step_scaled,C:\sw16029_standard_ascii\rib_2_12.step,287.5,1.212174,,,,,,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_01_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1840.2,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,top_from_half,-14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_02_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1510.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,bottom_from_half,14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_u_lock_hook_pad_03_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-55.0,1675.5,-6.05,,,,,,,,,,,,,,,,,,,,,,,24.8,70.0,10.5,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,u_lock_hook_pad,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_04_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1853.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,top_from_half,-2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_05_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1498.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1486.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1825.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-467.0,1525.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_L05,door_hardware_step_repositioned,door_local_coordinate,L,5,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,-55.0,1675.5,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
derived_one_piece_folded_sheetmetal_door_panel_L05,door_module,door_local_coordinate,L,5,,,1496.0,1855.0,derived_one_piece_folded_sheetmetal_with_bend_radius,"door drives panel, weldment, rib, lock, hinge and local hardware references",,,-258.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,door_2_12_panel_template,C:\sw16029_standard_ascii\door_2_12_assembly.step,,1.204698,,,,,298.0,437.0,475.4,395.4,0.8,15.0,-55.0,1675.5,suppressed_for_non_2_12_panel_dxf_and_step_signature,-467.0,,,,,,
META_left_vertical_bend_L05,door_bend_semantic_feature,door_local_coordinate,L,5,-477.6,-476.4,1496.0,1855.0,ordinary_door_bend_semantic_gold_verified,left side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-477.0,1675.5,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,359.0,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,left_vertical_bend,1.0,19.2,359.0,90,Y
META_right_vertical_bend_L05,door_bend_semantic_feature,door_local_coordinate,L,5,-40.6,-39.4,1496.0,1855.0,ordinary_door_bend_semantic_gold_verified,right side return bend; flat extra each side = 19.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-40.0,1675.5,0.8,,,,,,,,,,,,,,,,,,,,,,,1.2,359.0,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,right_vertical_bend,1.0,19.2,359.0,90,Y
META_bottom_horizontal_bend_L05,door_bend_semantic_feature,door_local_coordinate,L,5,-477.0,-40.0,1495.4,1496.6,ordinary_door_bend_semantic_gold_verified,bottom return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1496.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,bottom_horizontal_bend,1.0,18.2,437.0,90,X
META_top_horizontal_bend_L05,door_bend_semantic_feature,door_local_coordinate,L,5,-477.0,-40.0,1854.4,1855.6,ordinary_door_bend_semantic_gold_verified,top return bend; flat extra each end = 18.2; semantic feature verified from ordinary 1/12..6/12 DXF flat size and generated formed bbox,,,-258.5,1855.0,0.8,,,,,,,,,,,,,,,,,,,,,,,437.0,1.2,1.2,,,,359.0,,,,,,,,,,,475.4,395.4,0.8,15.0,,,,,top_horizontal_bend,1.0,18.2,437.0,90,X
REF_lock_hole_center_L05,lock_hole_reference,door_local_coordinate,L,5,-57.0,-53.0,1673.5,1677.5,gold_standard_sw_transform_step_verified,ordinary 1/12..6/12 lock center basis; SW v002 and exact STEP verify lock-side hardware local_y=0 = door center,,,-55.0,1675.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_side_arc_relief_L05,side_arc_relief_cut,door_local_coordinate,L,5,-42.0,-38.0,1673.5,1677.5,gold_dxf_flat_pattern_semantic,R2 side relief arc from ordinary door panel DXF; visible geometry cut in folded panel,,,-40.0,1675.5,0.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_electric_lock_hook_L05,lock_hook_reference,door_local_coordinate,L,5,-59.0,-51.0,1669.5,1681.5,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-11.3; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1675.5,-11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_u_lock_hook_pad_L05,lock_pad_reference,door_local_coordinate,L,5,-61.0,-49.0,1665.5,1685.5,gold_standard_sw_transform_step_verified,door-local dx=203.5 dy=0 dz=-10.5; verified from SolidWorks v002 transform and exact STEP centered candidate,,,-55.0,1675.5,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_top_L05,plastic_bushing_reference,door_local_coordinate,L,5,-471.0,-463.0,1852.5,1860.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side top bushing reference; series audit verifies y = door_center_y + door_height/2 + 1.5,,,-467.0,1856.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_top_L05,hinge_panel_hole_reference,door_local_coordinate,L,5,-472.1,-461.9,1855.5,1865.7,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y + door_height/2 + 5.6,,,-467.0,1860.6,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_plastic_bushing_bottom_L05,plastic_bushing_reference,door_local_coordinate,L,5,-471.0,-463.0,1490.5,1498.5,ordinary_door_series_hardware_relation_gold_verified,door-local hinge-side bottom bushing reference; series audit verifies y = door_center_y - door_height/2 - 1.5,,,-467.0,1494.5,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_panel_hole_bottom_L05,hinge_panel_hole_reference,door_local_coordinate,L,5,-472.1,-461.9,1485.3,1495.5,gold_dxf_flat_pattern_semantic,hinge-side panel hole r=5.1; y = door_center_y - door_height/2 - 5.6,,,-467.0,1490.4,0.2,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_hinge_pin_bottom_L05,hinge_pin_reference,door_local_coordinate,L,5,-470.0,-464.0,1479.3,1493.3,ordinary_door_series_hardware_relation_gold_verified,door-local lower hinge pin reference; series audit verifies y = door_center_y - door_height/2 - 9.7,,,-467.0,1486.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_top_L05,circlip_reference,door_local_coordinate,L,5,-472.0,-462.0,1825.3,1826.1,ordinary_door_series_hardware_relation_gold_verified,door-local top circlip reference; series audit verifies y = door_center_y + door_height/2 - 29.3,,,-467.0,1825.7,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
REF_circlip_bottom_L05,circlip_reference,door_local_coordinate,L,5,-472.0,-462.0,1525.2,1526.0,ordinary_door_series_hardware_relation_gold_verified,door-local bottom circlip reference; series audit verifies y = door_center_y - door_height/2 + 29.6,,,-467.0,1525.6,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,,,,,,,,,,,,
SW_rebuilt_sheetmetal_rib_rib_2_12_gold_step_scaled_R01,door_rib,door_local_coordinate,R,1,,,,,scaled_solidworks_rib_template_reference,"rib length = door_height - 10.5; exact STEP when available, otherwise scaled from nearest rib template",,,258.5,211.5,,,,,,,,,,,,,,,,,,,,,,-14.8,-0.8,88.4,348.5,14.0,,,,359.0,rib_2_12_gold_step_scaled,C:\sw16029_standard_ascii\rib_2_12.step,287.5,1.212174,,,,,,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_01_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,376.2,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,top_from_half,-14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_latch_mount_plate_02_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,46.8,-7.4,,,,,,,,,,,,,,,,,,,,,,,18.0,28.0,13.2,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,latch_mount_plate,bottom_from_half,14.8,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_u_lock_hook_pad_03_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,211.5,-6.05,,,,,,,,,,,,,,,,,,,,,,,24.8,70.0,10.5,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,u_lock_hook_pad,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_04_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,389.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,top_from_half,-2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_plastic_bushing_05_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,34.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,13.0,7.0,13.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,plastic_bushing,bottom_from_half,2.0,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_door_hinge_pin_06_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,22.3,-7.0,,,,,,,,,,,,,,,,,,,,,,,6.0,87.0,6.0,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,door_hinge_pin,bottom_from_half,-9.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_07_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,361.3,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,top_from_half,-29.7,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_hinge_retainer_plate_08_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,467.0,61.2,-7.724,,,,,,,,,,,,,,,,,,,,,,,10.0,0.8,8.553,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,hinge_retainer_plate,bottom_from_half,29.2,2/12,298.0,,,,,,,,,,,,,,,
SW_door_hardware_electric_lock_hook_09_R01,door_hardware_step_repositioned,door_local_coordinate,R,1,,,,,ordinary_door_series_hardware_relation_gold_verified,real hardware geometry from selected gold door assembly; y position follows door-local relation,,,55.0,211.5,-25.944,,,,,,,,,,,,,,,,,,,,,,,20.55,34.04,29.288,,,,359.0,,C:\sw16029_standard_ascii\door_2_12_assembly_exact.step,,,electric_lock_hook,center_offset,0.0,2/12,298.0,,,,,,,,,,,,,,,
